http://www.Google.com|tan|#fff|white|#000|#767676
http://www.Youtube.com|#e62117|red|Red|#50d|#2de|White|tan|black|Gold|sNow|cyan|#666|#767676|#d00|#f1f1f1|#167ac6|#b8b8b8|#a11|rgba(0,0,0,.8)|#000|#fff|rgba(0,0,0,.6)|white|#cfcfcf|rgba(0,0,0,.7)|#B20000|rgba(255,255,255,.6)|blue|rgba(0,0,0,.85)|#D80000|#555|#333|#b91f1f|#a11b1a|rgba(0,0,0,.2)|#b31217|#921818|#7a1515|rgba(255,255,255,.25)|rgba(0,0,0,.25)|#f5d562|#edc947|#a55e1a|#8a4f16|#126db3|#356d9b|#4d6c2e|#2c5b82|#e8e8e8|#f0f0f0|rgba(0,0,0,.15)|rgba(0,0,0,.1)|#e2e2e2|#222|#cc181e|#434343|#464646|#7cabe3|#535353|#343434|#d3d3d3|#eee|#ddd|#444|#73c421|#757575|#2793e6|#e6bc27|#ccc|#777|#8e8e8e|#1b1b1b|rgba(0,0,0,0.5)|#efefef|rgba(0,0,0,0.05)|rgba(27,127,204,0.4)|#c6c6c6|rgba(0,0,0,0.10)|#e9e9e9|#b9b9b9|#e5e5e5|#f8f8f8|#095b99|#990c11|#3c3c3c|#1a1a1a|#6f6f6f|#4d4d3d|#61ad15|#54900f|#478509|#ebebeb|#fefefe|#bfbfbf|#f6f6f6|#ededed|#54990f|#fafafa|#737373|#c5c5c5|rgba(0,0,0,.18)|#e52d27|rgba(0,0,0,.05)|rgba(255,255,255,.5)|#fffcfc|#fff8f8|#fcfcfc|#36649c|#4496e7|#fbfbfb|rgba(0,0,0,.4)|#4285f4|#999|#036|rgba(0,0,0,.5)|#aaa|#4272db|#3d3d3d|#03a9f4|rgba(0,0,0,.3)|#e6e6e6|#f00|#f60|#fcf4d8|#888|#dbe4eb|#128ee9|rgba(180,180,180,0.5)|#def0ff|#008bec|#d5d5d5|rgba(0,0,0,0.1)|rgba(0,0,0,0.2)|#808080|#408|#03c|#eff4fc|rgba(0,0,0,0.12)|rgba(0,0,0,0.24)|#bababa|rgba(255,255,255,0.5)|#8d8d8d|gray|rgba(0,0,0,.24)|#505050|#262626|#383838|#131313|#ff3838|#ff1313|#3a3a3a|rgba(27,127,204,.8)|#1b6ba8|#c03636|#525252|#cacaca|#2a2a2a|rgba(0,0,0,0.7)|#c95145|#913d37|#1c62b9|#dfdfdf|#7e7e7e|#fff8e0|#e3e3e3|rgba(238,238,238,.6)|#f5f6ce|#bbb|#427fed|#3a75d6|#d1d1d1|#1b7fcc|#e9ecee|rgba(102,102,102,0.5)|#979797|#fee|rgba(0,0,0,0.3)|#eaeaea|#e0e0e0|#980000|rgba(0,0,0,0.4)|#adadad|#74a446|#4d7730|#443393|#b21f70|#e57a27|#e5bc24|#0e9151|#287ec2|#f5f5f5|#cb4437|#f6f5f6|#bebebe|rgba(0,0,0,.199219)|#fef9db|#36c|#dadada|rgba(0,0,0,0.17)|rgba(0,0,0,0.25)|#5f8fbf|#6f9fcf|#6898c9|rgba(1,1,1,.5)|#dcdcdc|#cecece
http://www.Facebook.com|tan|blue|White|#e9ebee|#fff|#f6f7f9|#dddfe2|#666|#bdc7d8|#0e1f5b|#d9dfea|#3b5998|#999|#000|#e7e7e7|#ffffff|#1d2129|#365899|#777|#d9d9d9|white|#fac|gray|#737373|#ccc|#6d84b4|Gray|#f03d25|#f2f2f2|Darkgray|#333|Lightblue|#edeff4|#d8dfea|Red|#ffebe8|#dd3c10|Yellow|#fff9d7|#e2c822|rgba(255, 255, 255, .85)|rgba(59, 89, 153, .65)|#90949c|#ced0d4|#bec2c9|#4b4f56|rgba(255, 255, 255, .8)|#a5a5a5|rgba(0, 0, 0, .35)|rgba(249, 250, 252, .9)|rgba(59, 89, 152, .5)|rgba(180, 180, 180, .8)|rgba(0, 0, 0, .05)|rgba(0, 0, 0, .02)|rgba(0, 0, 0, .08)|#42b72a|#36a420|#2b9217|#ace0a2|#4267b2|#29487d|#9cb4d8|#4080ff|#7596c8|#ededed|#162643|#aaa|#e9e9e9|#7f7f7f|#577fbc|red|rgba(0, 0, 0, .15)|#fa3e3e|rgba(88, 144, 255, .75)|rgba(0, 0, 0, .4)|#e5e6e9|#dfe0e4|#d0d1d5|#e5e5e5|#d3d6db|#f99|#fcc|#1d2a5b|#96a6c5|#c4d2e7|#4e69a2|#133783
http://www.Baidu.com|#0000cc|tan|red|#666|#00c|#333|white|#38f|#fff|#f60|blue|#b8b8b8|#ccc|#999|#b3b3b3|#4791ff|#2e82ff|#2975e5|#317ef3|#2868c8|#3075dc|#2964bb|rgba(0,0,0,0.2)|#d1d1d1|#000|#388bff|#def|#9b9b9b|#ebebeb|#ededed|#f0f0f0|#7a77c8|#e6e6e6|#7b7b7b|#f1f1f1|#2b99ff|#e7e7e7|#f9f9f9|#fafafa
